research_no,id,hotel_name,prefecture,area,station,venueId,venueNumber,venue_name,rank,genre,jalan_url,jalan_hotel_name,verification_status,name_similarity,prefecture_match,station_match,verification_note,search_url,candidate_url,checked_at,error
11,stage-004-2,ホテルリソル池袋,東京都,池袋東口,東池袋・池袋,stage-004,4,東京建物 Brillia HALL(豊島区立芸術文化劇場),2,stage,https://www.jalan.net/yad386545/,ホテルリソル池袋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%AA%E3%82%BD%E3%83%AB%E6%B1%A0%E8%A2%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad386545/,2026-08-08T16:28:13+09:00,
12,stage-004-3,京王プレッソイン池袋,東京都,池袋東口,東池袋・池袋,stage-004,4,東京建物 Brillia HALL(豊島区立芸術文化劇場),3,stage,https://www.jalan.net/yad333355/,京王プレッソイン池袋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E4%BA%AC%E7%8E%8B%E3%83%97%E3%83%AC%E3%83%83%E3%82%BD%E3%82%A4%E3%83%B3%E6%B1%A0%E8%A2%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad333355/,2026-08-08T16:28:17+09:00,
13,stage-005-1,ホテルグランドシティ,東京都,東池袋・池袋,池袋東口,stage-005,5,サンシャイン劇場,1,stage,https://www.jalan.net/yad317472/,ホテルグランドシティ,verified,1.0,True,False,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%82%B7%E3%83%86%E3%82%A3%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad317472/,2026-08-08T16:28:09+09:00,
14,stage-005-2,ホテルリソル池袋,東京都,東池袋・池袋,東池袋・池袋,stage-005,5,サンシャイン劇場,2,stage,https://www.jalan.net/yad386545/,ホテルリソル池袋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%AA%E3%82%BD%E3%83%AB%E6%B1%A0%E8%A2%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad386545/,2026-08-08T16:28:13+09:00,
15,stage-005-3,京王プレッソイン池袋,東京都,東池袋・池袋,東池袋・池袋,stage-005,5,サンシャイン劇場,3,stage,https://www.jalan.net/yad333355/,京王プレッソイン池袋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E4%BA%AC%E7%8E%8B%E3%83%97%E3%83%AC%E3%83%83%E3%82%BD%E3%82%A4%E3%83%B3%E6%B1%A0%E8%A2%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad333355/,2026-08-08T16:28:17+09:00,
16,stage-006-1,リッチモンドホテル東京水道橋,東京都,水道橋・後楽園,水道橋・後楽園,stage-006,6,Kanadevia Hall,1,stage,https://www.jalan.net/yad332210/,リッチモンドホテル東京水道橋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%AA%E3%83%83%E3%83%81%E3%83%A2%E3%83%B3%E3%83%89%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E4%BA%AC%E6%B0%B4%E9%81%93%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad332210/,2026-08-08T16:28:21+09:00,
17,stage-006-2,ホテルウィングインターナショナル後楽園,東京都,水道橋・後楽園,水道橋・後楽園,stage-006,6,Kanadevia Hall,2,stage,,KOKO HOTEL 後楽園,needs_review,0.1935,True,True,candidate exists but name/location match is not strong enough,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%AB%E5%BE%8C%E6%A5%BD%E5%9C%92%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad317436/,2026-08-08T16:28:25+09:00,
18,stage-006-3,the b 水道橋,東京都,水道橋・後楽園,水道橋・春日,stage-006,6,Kanadevia Hall,3,stage,https://www.jalan.net/yad369889/,the b 水道橋（ザビーすいどうばし）,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22the%20b%20%E6%B0%B4%E9%81%93%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad369889/,2026-08-08T16:28:31+09:00,
19,stage-007-1,リッチモンドホテル東京水道橋,東京都,水道橋・後楽園,水道橋・後楽園,stage-007,7,IMM THEATER,1,stage,https://www.jalan.net/yad332210/,リッチモンドホテル東京水道橋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%AA%E3%83%83%E3%83%81%E3%83%A2%E3%83%B3%E3%83%89%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E4%BA%AC%E6%B0%B4%E9%81%93%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad332210/,2026-08-08T16:28:21+09:00,
20,stage-007-2,ホテルウィングインターナショナル後楽園,東京都,水道橋・後楽園,水道橋・後楽園,stage-007,7,IMM THEATER,2,stage,,KOKO HOTEL 後楽園,needs_review,0.1935,True,True,candidate exists but name/location match is not strong enough,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%A6%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%AB%E5%BE%8C%E6%A5%BD%E5%9C%92%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad317436/,2026-08-08T16:28:25+09:00,
21,stage-007-3,the b 水道橋,東京都,水道橋・後楽園,水道橋・春日,stage-007,7,IMM THEATER,3,stage,https://www.jalan.net/yad369889/,the b 水道橋（ザビーすいどうばし）,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22the%20b%20%E6%B0%B4%E9%81%93%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad369889/,2026-08-08T16:28:31+09:00,
22,stage-008-1,ホテルサンライト新宿,東京都,新宿・西武新宿,新宿三丁目,stage-008,8,THEATER MILANO-Za,1,stage,https://www.jalan.net/yad343909/,ホテルサンライト新宿,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%B5%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88%E6%96%B0%E5%AE%BF%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad343909/,2026-08-08T16:28:34+09:00,
23,stage-008-2,新宿アーバンホテル,東京都,新宿・西武新宿,新宿三丁目・東新宿,stage-008,8,THEATER MILANO-Za,2,stage,https://www.jalan.net/yad321016/,新宿アーバンホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E6%96%B0%E5%AE%BF%E3%82%A2%E3%83%BC%E3%83%90%E3%83%B3%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad321016/,2026-08-08T16:28:38+09:00,
24,stage-008-3,ホテルアマネク新宿歌舞伎町,東京都,新宿・西武新宿,新宿・西武新宿,stage-008,8,THEATER MILANO-Za,3,stage,https://www.jalan.net/yad357994/,ホテルアマネク新宿歌舞伎町,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%82%A2%E3%83%9E%E3%83%8D%E3%82%AF%E6%96%B0%E5%AE%BF%E6%AD%8C%E8%88%9E%E4%BC%8E%E7%94%BA%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad357994/,2026-08-08T16:28:42+09:00,
25,stage-009-1,ホテル ヴィラフォンテーヌ グランド 東京有明,東京都,有明・国際展示場,有明・国際展示場,stage-009,9,東京ガーデンシアター,1,stage,https://www.jalan.net/yad379750/,ヴィラフォンテーヌ グランド 東京有明｜住友不動産,verified_fuzzy,0.7907,True,True,hotel name is a fuzzy/renamed match; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%20%E3%83%B4%E3%82%A3%E3%83%A9%E3%83%95%E3%82%A9%E3%83%B3%E3%83%86%E3%83%BC%E3%83%8C%20%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%20%E6%9D%B1%E4%BA%AC%E6%9C%89%E6%98%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad379750/,2026-08-08T16:28:46+09:00,
26,stage-009-2,相鉄グランドフレッサ 東京ベイ有明,東京都,有明・国際展示場,国際展示場・東京ビッグサイト,stage-009,9,東京ガーデンシアター,2,stage,https://www.jalan.net/yad350291/,相鉄グランドフレッサ 東京ベイ有明（旧ホテルサンルート有明）,verified,0.97,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%20%E6%9D%B1%E4%BA%AC%E3%83%99%E3%82%A4%E6%9C%89%E6%98%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad350291/,2026-08-08T16:28:49+09:00,
27,stage-009-3,ファーイーストビレッジホテル東京有明,東京都,有明・国際展示場,有明テニスの森,stage-009,9,東京ガーデンシアター,3,stage,https://www.jalan.net/yad320700/,ファーイーストビレッジホテル東京有明,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%95%E3%82%A1%E3%83%BC%E3%82%A4%E3%83%BC%E3%82%B9%E3%83%88%E3%83%93%E3%83%AC%E3%83%83%E3%82%B8%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E4%BA%AC%E6%9C%89%E6%98%8E%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad320700/,2026-08-08T16:28:54+09:00,
28,stage-010-1,レム日比谷,東京都,日比谷・有楽町,有楽町・日比谷,stage-010,10,日生劇場,1,stage,https://www.jalan.net/yad334400/,レム日比谷,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%AC%E3%83%A0%E6%97%A5%E6%AF%94%E8%B0%B7%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad334400/,2026-08-08T16:28:57+09:00,
29,stage-010-2,銀座ベルビューホテル,東京都,日比谷・有楽町,有楽町・銀座,stage-010,10,日生劇場,2,stage,https://www.jalan.net/yad303626/,銀座ベルビューホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E9%8A%80%E5%BA%A7%E3%83%99%E3%83%AB%E3%83%93%E3%83%A5%E3%83%BC%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad303626/,2026-08-08T16:29:01+09:00,
30,stage-010-3,ダイワロイネットホテル新橋,東京都,日比谷・有楽町,新橋,stage-010,10,日生劇場,3,stage,https://www.jalan.net/yad344290/,ダイワロイネットホテル新橋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%96%B0%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad344290/,2026-08-08T16:29:04+09:00,
31,stage-011-1,東横INN日本橋浜町明治座前,東京都,浜町・人形町,浜町,stage-011,11,明治座,1,stage,https://www.jalan.net/yad380797/,東横ＩＮＮ日本橋浜町明治座前,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E6%9D%B1%E6%A8%AAINN%E6%97%A5%E6%9C%AC%E6%A9%8B%E6%B5%9C%E7%94%BA%E6%98%8E%E6%B2%BB%E5%BA%A7%E5%89%8D%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad380797/,2026-08-08T16:29:09+09:00,
32,stage-011-2,アパホテル〈人形町駅北〉,東京都,浜町・人形町,人形町,stage-011,11,明治座,2,stage,https://www.jalan.net/yad323155/,アパホテル〈人形町駅北〉,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%A2%E3%83%91%E3%83%9B%E3%83%86%E3%83%AB%E3%80%88%E4%BA%BA%E5%BD%A2%E7%94%BA%E9%A7%85%E5%8C%97%E3%80%89%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad323155/,2026-08-08T16:29:12+09:00,
33,stage-011-3,コンフォートホテル東京東日本橋,東京都,浜町・人形町,馬喰町・東日本橋,stage-011,11,明治座,3,stage,https://www.jalan.net/yad379871/,コンフォートホテル東京東日本橋,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E4%BA%AC%E6%9D%B1%E6%97%A5%E6%9C%AC%E6%A9%8B%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad379871/,2026-08-08T16:29:15+09:00,
34,stage-012-1,相鉄フレッサイン 銀座三丁目,東京都,東銀座・新橋,銀座・東銀座,stage-012,12,新橋演舞場,1,stage,https://www.jalan.net/yad398781/,相鉄フレッサイン銀座三丁目,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E7%9B%B8%E9%89%84%E3%83%95%E3%83%AC%E3%83%83%E3%82%B5%E3%82%A4%E3%83%B3%20%E9%8A%80%E5%BA%A7%E4%B8%89%E4%B8%81%E7%9B%AE%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad398781/,2026-08-08T16:29:19+09:00,
35,stage-012-2,ホテルモントレ銀座,東京都,東銀座・新橋,銀座一丁目,stage-012,12,新橋演舞場,2,stage,https://www.jalan.net/yad347902/,ホテルモントレ銀座,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%9B%E3%83%86%E3%83%AB%E3%83%A2%E3%83%B3%E3%83%88%E3%83%AC%E9%8A%80%E5%BA%A7%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad347902/,2026-08-08T16:29:23+09:00,
36,stage-012-3,ダイワロイネットホテル東京京橋 PREMIER,東京都,東銀座・新橋,京橋・東京,stage-012,12,新橋演舞場,3,stage,https://www.jalan.net/yad370598/,ダイワロイネットホテル東京京橋 PREMIER,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%80%E3%82%A4%E3%83%AF%E3%83%AD%E3%82%A4%E3%83%8D%E3%83%83%E3%83%88%E3%83%9B%E3%83%86%E3%83%AB%E6%9D%B1%E4%BA%AC%E4%BA%AC%E6%A9%8B%20PREMIER%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad370598/,2026-08-08T16:29:27+09:00,
37,stage-013-1,レム日比谷,東京都,日比谷・有楽町,有楽町・日比谷,stage-013,13,シアタークリエ,1,stage,https://www.jalan.net/yad334400/,レム日比谷,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E3%83%AC%E3%83%A0%E6%97%A5%E6%AF%94%E8%B0%B7%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad334400/,2026-08-08T16:28:57+09:00,
38,stage-013-2,銀座ベルビューホテル,東京都,日比谷・有楽町,有楽町・銀座,stage-013,13,シアタークリエ,2,stage,https://www.jalan.net/yad303626/,銀座ベルビューホテル,verified,1.0,True,True,hotel name matches Jalan page; location context consistent,https://search.yahoo.co.jp/search?p=%22%E9%8A%80%E5%BA%A7%E3%83%99%E3%83%AB%E3%83%93%E3%83%A5%E3%83%BC%E3%83%9B%E3%83%86%E3%83%AB%22%20%E3%81%98%E3%82%83%E3%82%89%E3%82%93,https://www.jalan.net/yad303626/,2026-08-08T16:29:01+09:00,
